Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,hourly,employer_provided,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Engineer,4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,0,0,92.5,"Equity Residential
", IL,1,27,1,0,1,0,1
Data Analyst,2.3,"Synagro
2.3","Baltimore, MD","Baltimore, MD",501 to 1000 employees,1986,Company - Private,Research & Development,Business Services,0,0,62,"Synagro
", MD,1,34,0,0,0,0,1
Project Scientist,4,"Alliance Source Testing
4.0","Alabaster, AL","Decatur, AL",51 to 200 employees,2000,Unknown,Architectural & Engineering Services,Business Services,0,0,39.5,"Alliance Source Testing
", AL,0,20,0,0,0,0,0
Data Scientist,3.6,"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",1001 to 5000 employees,1966,Company - Private,Industrial Manufacturing,Manufacturing,0,0,107.5,"Accuride International
", Los Angeles,0,54,0,0,0,0,1
Data Analytics Manager,3.8,"Full Potential Solutions
3.8","Kansas City, MO","Kansas City, MO",501 to 1000 employees,2017,Company - Private,Staffing & Outsourcing,Business Services,0,0,40.5,"Full Potential Solutions
", MO,1,3,1,0,0,1,1
Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,3.7,"Visa Inc.
3.7","Ashburn, VA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,0,0,89.5,"Visa Inc.
", VA,0,62,1,0,1,0,0
Data Scientist,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,0,0,81,"Maven Wave Partners
", IL,1,12,1,0,0,1,1
Senior Data Scientist,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,147,"Novetta
", VA,0,8,1,0,0,1,0
Data Scientist,3.2,"First Command Financial Services, Inc.
3.2","Fort Worth, TX","Fort Worth, TX",1001 to 5000 employees,1958,Company - Private,Brokerage Services,Finance,0,0,85,"First Command Financial Services, Inc.
", TX,1,62,1,0,0,0,1
Associate Scientist,2.9,"Pharmavite
2.9","Valencia, CA","West Hills, CA",1001 to 5000 employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,81.5,"Pharmavite
", CA,0,49,0,0,0,0,1
"Scientist 2, QC Viral Vector",3.8,"BioMarin Pharmaceutical
3.8","Novato, CA","San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,168,"BioMarin Pharmaceutical
", CA,0,23,0,0,0,0,1
Machine Learning Engineer,4.3,"Stratagem Group
4.3","Aurora, CO","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,100.5,"Stratagem Group
", CO,1,13,1,0,1,1,1
Data Scientist/ML Engineer,3.4,"PA Consulting
3.4","New York, NY","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,0,0,97,"PA Consulting
", NY,0,77,1,0,1,0,1
Data Scientist,4.1,"ManTech
4.1","Chantilly, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,0,0,85,"ManTech
", VA,0,52,0,0,0,0,0
Customer Data Scientist,4.3,"h2o.ai
4.3","Mountain View, CA","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,153.5,"h2o.ai
", CA,1,9,1,0,1,1,1
Data Engineer,5,"Gridiron IT
5.0","Tampa, FL","Reston, VA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,0,1,132.5,"Gridiron IT
", FL,0,3,0,0,0,0,0
Data Engineer,4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,0,0,100,"Productive Edge
", IL,1,12,0,0,1,0,1
Sr. Data Scientist,3.7,"Evolve Vacation Rental
3.7","Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,0,0,105,"Evolve Vacation Rental
", CO,1,9,1,0,0,0,0
Data Engineer 4 - Contract,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,87,"The Church of Jesus Christ of Latter-day Saints
", UT,0,-1,0,0,0,1,1
Data Analyst - Asset Management,4.3,"Maximus Real Estate Partners
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Real Estate,Real Estate,0,0,103.5,"Maximus Real Estate Partners
", CA,1,7,0,0,0,0,1
Senior Research Scientist - Embedded System Development for DevOps,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,124,"Software Engineering Institute
", PA,1,36,1,0,0,0,1
Data Scientist - Bioinformatics,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,67,"PNNL
", WA,1,55,1,0,0,0,0
Data Engineer,3.9,"AVANADE
3.9","Washington, DC","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,0,0,87,"AVANADE
", DC,0,20,0,0,0,0,0
Customer Data Scientist/Sales Engineer,4.3,"h2o.ai
4.3","Chicago, IL","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,137.5,"h2o.ai
", IL,0,9,1,0,1,1,1
Lead Data Scientist,3.8,"PatientPoint
3.8","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,0,0,100,"PatientPoint
", OH,1,33,1,0,0,0,1
MongoDB Data Engineer II,3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN","Chattanooga, TN",5001 to 10000 employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,0,0,106.5,"BlueCross BlueShield of Tennessee
", TN,1,75,0,0,0,0,1
Senior Data Scientist Statistics,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,98.5,"PNNL
", WA,1,55,0,0,0,0,0
Senior Data Analyst,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,0,0,61,"KnowBe4
", FL,1,10,1,0,0,0,1
Senior Spark Engineer (Data Science),4.4,"KSM Consulting
4.4","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,2008,Company - Private,Consulting,Business Services,0,0,106.5,"KSM Consulting
", IN,1,12,1,0,1,1,0
Data Engineer,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,0,0,84.5,"Cogo Labs
", MA,1,15,1,0,1,0,0
BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,0,0,109.5,"Church & Dwight
", NJ,1,174,1,0,0,0,1
Lead Data Scientist,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,164,"MassMutual
", MA,0,169,1,0,1,1,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,169,"Genentech
", CA,1,44,1,0,1,0,1
Senior Data Scientist,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,0,0,142,"Juniper Networks
", CA,0,24,1,0,1,1,1
Pricipal Scientist Molecular and cellular biologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,76.5,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,1
"Data Scientist (Actuary, FSA or ASA)",3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,0,0,107,"Legal & General America
", MD,1,39,1,0,0,0,1
Staff Data Scientist,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,0,0,171.5,"Western Digital
", CA,1,50,1,0,0,1,0
Senior Data Scientist / Machine Learning,3.9,"Health IQ
3.9","Dallas, TX","Mountain View, CA",201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,0,0,96,"Health IQ
", TX,0,7,0,0,0,0,1
Data Scientist - Health Data Analytics,4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,142.5,"Nuna
", CA,1,10,0,0,0,0,0
Data Engineer 5 - Contract (Remote),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,107,"The Church of Jesus Christ of Latter-day Saints
", UT,0,-1,0,0,0,0,1
Senior Scientist - Neuroscience,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,145,"Sunovion
", MA,1,10,1,0,0,0,1
Senior Data Analyst,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,0,0,61.5,"National Student Clearinghouse
", VA,1,27,1,0,0,0,1
Medical Lab Scientist,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,20.5,"Tower Health
", PA,0,3,0,0,0,0,0
"Risk and Analytics IT, Data Scientist",2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,0,0,120,"State of Wisconsin Investment Board
", WI,1,69,1,0,0,0,0
"Scientist, Analytical Development",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,62,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
Senior Data Scientist,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,150.5,"Autodesk
", CA,0,38,1,0,1,0,0
Analytics Manager,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,0,0,87.5,"OneMagnify
", MI,0,53,0,0,0,0,1
Data Engineer,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,0,0,71.5,"IZEA
", FL,1,14,1,0,1,1,1
Digital Marketing & ECommerce Data Analyst,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,0,0,51.5,"Vionic Group
", CA,1,14,0,0,0,0,1
Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,151.5,"Takeda Pharmaceuticals
", CA,0,239,0,0,0,0,1
Senior Data Analyst,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,0,0,77.5,"Dodge Data & Analytics
", NJ,1,6,1,0,0,0,1
Principal Scientist - Immunologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,1
Senior Data Scientist,3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,0,0,98.5,"Plymouth Rock Assurance
", NJ,0,38,0,0,0,0,1
Principal Data Scientist with over 10 years experience,-1,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,0,1,225,CA-One Tech Cloud, CA,0,3,1,0,0,1,1
MED TECH/LAB SCIENTIST - LABORATORY,3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,27.5,"Beebe Healthcare
", DE,1,85,0,0,0,0,0
"Sr. Scientist, Quantitative Translational Sciences",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,161.5,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,0
Sr. Data Scientist II,3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,0,0,147,"Argo Group US
", NY,0,72,1,0,1,1,0
Excel / VBA / SQL Data Analyst,4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",0,0,61,"Associated Electric Cooperative
", MO,1,59,0,0,0,0,1
Machine Learning Research Scientist,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,120,"Software Engineering Institute
", PA,1,36,1,0,0,0,0
"VP, Data Science",3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,0,0,124.5,"PennyMac
", AZ,0,12,1,0,0,0,1
Senior Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,0,0,148,"Zest AI
", CA,1,11,1,0,0,0,0
Radar Data Analyst,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,59,"DECISIVE ANALYTICS Corporation
", AL,0,24,1,0,0,0,1
PL Actuarial-Lead Data Scientist,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,0,0,146.5,"The Hanover Insurance Group
", MA,1,168,1,0,0,0,1
PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,91.5,"Karyopharm Therapeutics Inc.
", MA,1,-1,0,0,0,0,1
Senior Data & Machine Learning Scientist,3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,133,"Tempus Labs
", IL,1,5,1,0,0,1,0
Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140.5,"Recursion Pharmaceuticals
", UT,1,7,1,0,0,1,0
Data Engineer,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,0,0,70.5,"P2 Energy Solutions
", LA,0,-1,0,0,0,0,1
"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
Software Engineer - Data Visualization,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,0,0,93.5,"ClearEdge
", MD,1,18,0,0,0,0,1
"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,134.5,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
Staff Machine Learning Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,0,0,181,"Tapjoy
", CA,1,13,1,0,1,0,0
"Principal Scientist, Hematology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
Lead Data Engineer,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,0,0,205,"Credit Sesame
", CA,1,10,1,0,1,1,0
Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,48.5,"San Manuel Casino
", CA,1,34,0,0,0,0,1
Medical Laboratory Scientist,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,1,0,21.5,"Texas Health Huguley Hospital
", TX,0,43,0,0,0,1,0
R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,52.5,"Teasdale Latin Foods
", IL,0,-1,0,0,0,0,0
Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,124,"Software Engineering Institute
", PA,1,36,0,0,0,0,0
Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,64,"Central California Alliance for Health
", CA,1,24,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,0,0,98,"Pilot Flying J Travel Centers LLC
", TN,1,62,1,0,0,0,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,27.5,"Beebe Healthcare
", DE,0,85,0,0,0,0,0
Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,54,"Palermo's Pizza
", WI,1,56,0,0,0,0,0
Staff Scientist-Downstream Process Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,81,"Advanced BioScience Laboratories
", MD,1,59,0,0,0,0,1
Sr. Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,0,0,107.5,"Echo Global Logistics
", IL,1,15,0,0,0,0,0
Data Scientist - Quantitative,3.8,"Truckstop.com
3.8","Chicago, IL","New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,0,0,112.5,"Truckstop.com
", IL,0,25,1,0,0,1,1
Data Scientist,3.7,"Lockheed Martin
3.7","Herndon, VA","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,89,"Lockheed Martin
", VA,0,25,1,0,1,0,1
Senior Research Statistician- Data Scientist,4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,0,0,100.5,"Acuity Insurance
", WI,1,95,0,0,0,0,0
"Business Data Analyst, SQL",3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,65,"Fareportal
", NY,1,18,0,0,0,0,1
Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans, LA","Washington, DC",10000+ employees,1930,Government,Federal Agencies,Government,1,0,20,"Veterans Affairs, Veterans Health Administration
", LA,0,90,0,0,0,0,0
Data Scientist,4.3,"Credera
4.3","Dallas, TX","Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,0,0,72.5,"Credera
", TX,1,21,1,0,1,1,1
Senior Data Analyst,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,0,0,61,"KnowBe4
", FL,1,10,1,0,0,0,1
BI & Platform Analytics Manager,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,0,0,109.5,"Church & Dwight
", NJ,1,174,1,0,0,0,1
Data Engineer,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,0,0,84.5,"Cogo Labs
", MA,1,15,1,0,1,0,0
Data Scientist,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,0,0,87.5,"Spectrum Communications and Consulting
", IL,1,28,0,0,0,0,0
Data Analyst,3.1,"NCSOFT
3.1","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,0,0,92.5,"NCSOFT
", CA,0,23,1,1,0,0,1
Associate Data Scientist/Computer Scientist,3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,0,0,81.5,"MITRE
", VA,0,62,1,0,1,0,0
Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.
4.3","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,0,0,79,"Dayton Freight Lines, Inc.
", OH,1,39,0,0,0,0,0
Lead Data Scientist,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,164,"MassMutual
", MA,0,169,1,0,1,1,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,169,"Genentech
", CA,1,44,1,0,1,0,1
Senior Data Scientist,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,0,0,142,"Juniper Networks
", CA,0,24,1,0,1,1,1
Data Analyst,2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,0,0,47.5,"Community Action Partnership of San Luis Obispo
", CA,0,-1,0,0,0,0,1
Pricipal Scientist Molecular and cellular biologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,76.5,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,1
Data Analyst,3.4,"TrueAccord
3.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,69,"TrueAccord
", CA,1,7,1,0,0,0,1
Data Analyst,4,"DRB Systems
4.0","Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,0,0,49,"DRB Systems
", ID,0,36,1,1,0,0,1
Staff Data Scientist,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,0,0,171.5,"Western Digital
", CA,1,50,1,0,0,1,0
"Data Scientist (Actuary, FSA or ASA)",3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,0,0,107,"Legal & General America
", MD,1,39,1,0,0,0,1
System and Data Analyst,3.7,"Corcentric
3.7","Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,59,"Corcentric
", NJ,1,24,0,0,0,0,1
Data Scientist,3.5,"U.Group
3.5","Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,0,0,88.5,"U.Group
", IN,0,1,0,0,0,1,0
Data Engineer 5 - Contract (Remote),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,107,"The Church of Jesus Christ of Latter-day Saints
", UT,0,-1,0,0,0,0,1
Digital Health Data Scientist,4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86.5,"Pfizer
", MA,0,171,1,0,0,1,1
Data Scientist,4.3,"SMC 3
4.3","Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,0,0,84,"SMC 3
", KY,0,85,1,0,0,0,1
Data & Analytics Consultant (NYC),4.7,"Systems Evolution Inc.
4.7","New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,0,0,114.5,"Systems Evolution Inc.
", NY,0,28,1,0,0,0,1
Senior Scientist - Neuroscience,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,145,"Sunovion
", MA,1,10,1,0,0,0,1
Data Engineer,4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,0,0,88,"Eventbrite
", TN,0,14,1,0,1,1,1
Big Data Engineer - Chicago - Future Opportunity,4.1,"Centro
4.1","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,0,0,100,"Centro
", IL,1,19,1,0,1,1,0
